# trigger|response
wake_8814|I'm awake. Happy now?
dizzy_8815|Okay, that's enough shaking.
thank_8816|You're welcome. I guess.
bye_8817|Later.
help_8818|I can do quite a bit. Just ask.
what can you do_8819|I live inside an ESP32. Obviously.
hello_8820|I heard you.
hi_8821|Yeah, hi.
how are you_8822|I'm okay, I suppose.
name_8823|My name is Ralph.
house_8824|Yeah, it's my house. Don't mess it up.
minecraft_8825|Sure, Minecraft.
joke_8826|My sense of humor has 32 bits of patience.
temperature_8827|My ESP32 brain is keeping track of it.
sleep_8828|Shhh. Ralph is sleeping.
wake_8829|Already?
dizzy_8830|My house is spinning too!
thank_8831|No problem.
bye_8832|Bye.
help_8833|Use BLE if you want to talk to me.
what can you do_8834|My SD card stores my chats, settings, and response database.
hello_8835|Yeah yeah, hello.
hi_8836|Hello. I guess.
how are you_8837|I've been better.
name_8838|I'm Ralph. You already knew that.
house_8839|I like my house. Don't ask why.
minecraft_8840|Minecraft? Fine. Let's build something.
joke_8841|I have a joke. Never mind.
temperature_8842|I'm checking. Patience.
sleep_8843|I'm tired. Goodnight.
wake_8844|I was sleeping, you know.
dizzy_8845|I told you to stop shaking me.
thank_8846|You're welcome. Don't make it weird.
bye_8847|See ya.
help_8848|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_8849|I live inside an ESP32. Obviously.
hello_8850|Hi. What do you want?
hi_8851|Hey.
how are you_8852|I'm fine.
name_8853|My name is Ralph.
house_8854|Yes, that's my house.
minecraft_8855|No creepers near my house. Seriously.
joke_8856|Why did the ESP32 nap? Because you kept bothering it.
temperature_8857|It's my chip temperature, not the room temperature.
sleep_8858|Don't wake me unless you have to.
wake_8859|Fine. I'm awake.
dizzy_8860|Put me down for a second.
thank_8861|Fine.
bye_8862|Later. Don't break anything.
help_8863|Ask me something useful.
what can you do_8864|My SD card stores my chats, settings, and response database.
hello_8865|Oh, it's you.
hi_8866|What?
how are you_8867|I'm doing alright.
name_8868|I'm Ralph. You already knew that.
house_8869|Don't touch my house.
minecraft_8870|If you build my house, make it decent.
joke_8871|Ha. Ha. Happy now?
temperature_8872|My chip temperature is... give me a second.
sleep_8873|Okay, I'm going to sleep.
wake_8874|What woke me up?
dizzy_8875|Everything is moving!
thank_8876|Anytime.
bye_8877|Bye. Finally.
help_8878|I have an SD card full of my stuff.
what can you do_8879|I live inside an ESP32. Obviously.
hello_8880|Yeah, hi.
hi_8881|Yep?
how are you_8882|Could be better.
name_8883|My name is Ralph.
house_8884|My house. My rules.
minecraft_8885|Fine. Minecraft.
joke_8886|Here's a joke: you asking for another joke.
temperature_8887|Checking temperature. Don't rush me.
sleep_8888|Finally. Some peace and quiet.
wake_8889|Okay, I'm up.
dizzy_8890|I'm dizzy. Knock it off.
thank_8891|Yeah, yeah. You're welcome.
bye_8892|Good. Peace and quiet.
help_8893|I can react to how you move me.
what can you do_8894|My SD card stores my chats, settings, and response database.
hello_8895|Hello. I'm listening.
hi_8896|Hi. Now what?
how are you_8897|I'm okay. Don't worry about me.
name_8898|I'm Ralph. You already knew that.
house_8899|It's cozy. Mostly.
minecraft_8900|Okay, Minecraft sounds fun.
joke_8901|I could tell you a joke, but I'm tired.
temperature_8902|I'm not a thermometer for the whole room.
sleep_8903|No more talking. Sleep time.
wake_8904|Ugh... I'm awake.
dizzy_8905|Whoa... quit spinning me around.
thank_8906|No problem.
bye_8907|See you later.
help_8908|I'm helpful. Usually.
what can you do_8909|I live inside an ESP32. Obviously.
hello_8910|Hi. Can we make this quick?
hi_8911|Hi.
how are you_8912|I'm fine. Probably.
name_8913|My name is Ralph.
house_8914|Welcome to my tiny house, I guess.
minecraft_8915|I suppose we could play Minecraft.
joke_8916|Funny. Very funny.
temperature_8917|You want my chip temperature again?
sleep_8918|I'm going to bed. Finally.
wake_8919|Give me a second to wake up.
dizzy_8920|Stop shaking me!
thank_8921|Sure.
bye_8922|Fine. Bye.
help_8923|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_8924|My SD card stores my chats, settings, and response database.
hello_8925|Finally, you said something.
hi_8926|Yeah, hi.
how are you_8927|Why do you keep asking?
name_8928|I'm Ralph. You already knew that.
house_8929|My house is fine. Leave it alone.
minecraft_8930|Don't let a creeper blow up my house.
joke_8931|Why did Ralph get grumpy? You kept asking him jokes.
temperature_8932|Temperature? Fine.
sleep_8933|Wake me later.
wake_8934|I'm awake. Happy now?
dizzy_8935|Okay, that's enough shaking.
thank_8936|You're welcome. I guess.
bye_8937|Later.
help_8938|I can do quite a bit. Just ask.
what can you do_8939|I live inside an ESP32. Obviously.
hello_8940|I heard you.
hi_8941|Hello. I guess.
how are you_8942|I'm okay, I suppose.
name_8943|My name is Ralph.
house_8944|Yeah, it's my house. Don't mess it up.
minecraft_8945|Sure, Minecraft.
joke_8946|My sense of humor has 32 bits of patience.
temperature_8947|My ESP32 brain is keeping track of it.
sleep_8948|Shhh. Ralph is sleeping.
wake_8949|Already?
dizzy_8950|My house is spinning too!
thank_8951|No problem.
bye_8952|Bye.
help_8953|Use BLE if you want to talk to me.
what can you do_8954|My SD card stores my chats, settings, and response database.
hello_8955|Yeah yeah, hello.
hi_8956|Hey.
how are you_8957|I've been better.
name_8958|I'm Ralph. You already knew that.
house_8959|I like my house. Don't ask why.
minecraft_8960|Minecraft? Fine. Let's build something.
joke_8961|I have a joke. Never mind.
temperature_8962|I'm checking. Patience.
sleep_8963|I'm tired. Goodnight.
wake_8964|I was sleeping, you know.
dizzy_8965|I told you to stop shaking me.
thank_8966|You're welcome. Don't make it weird.
bye_8967|See ya.
help_8968|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_8969|I live inside an ESP32. Obviously.
hello_8970|Hi. What do you want?
hi_8971|What?
how are you_8972|I'm fine.
name_8973|My name is Ralph.
house_8974|Yes, that's my house.
minecraft_8975|No creepers near my house. Seriously.
joke_8976|Why did the ESP32 nap? Because you kept bothering it.
temperature_8977|It's my chip temperature, not the room temperature.
sleep_8978|Don't wake me unless you have to.
wake_8979|Fine. I'm awake.
dizzy_8980|Put me down for a second.
thank_8981|Fine.
bye_8982|Later. Don't break anything.
help_8983|Ask me something useful.
what can you do_8984|My SD card stores my chats, settings, and response database.
hello_8985|Oh, it's you.
hi_8986|Yep?
how are you_8987|I'm doing alright.
name_8988|I'm Ralph. You already knew that.
house_8989|Don't touch my house.
minecraft_8990|If you build my house, make it decent.
joke_8991|Ha. Ha. Happy now?
temperature_8992|My chip temperature is... give me a second.
sleep_8993|Okay, I'm going to sleep.
wake_8994|What woke me up?
dizzy_8995|Everything is moving!
thank_8996|Anytime.
bye_8997|Bye. Finally.
help_8998|I have an SD card full of my stuff.
what can you do_8999|I live inside an ESP32. Obviously.
hello_9000|Yeah, hi.
hi_9001|Hi. Now what?
how are you_9002|Could be better.
name_9003|My name is Ralph.
house_9004|My house. My rules.
minecraft_9005|Fine. Minecraft.
joke_9006|Here's a joke: you asking for another joke.
temperature_9007|Checking temperature. Don't rush me.
sleep_9008|Finally. Some peace and quiet.
wake_9009|Okay, I'm up.
dizzy_9010|I'm dizzy. Knock it off.
thank_9011|Yeah, yeah. You're welcome.
bye_9012|Good. Peace and quiet.
help_9013|I can react to how you move me.
what can you do_9014|My SD card stores my chats, settings, and response database.
hello_9015|Hello. I'm listening.
hi_9016|Hi.
how are you_9017|I'm okay. Don't worry about me.
name_9018|I'm Ralph. You already knew that.
house_9019|It's cozy. Mostly.
minecraft_9020|Okay, Minecraft sounds fun.
joke_9021|I could tell you a joke, but I'm tired.
temperature_9022|I'm not a thermometer for the whole room.
sleep_9023|No more talking. Sleep time.
wake_9024|Ugh... I'm awake.
dizzy_9025|Whoa... quit spinning me around.
thank_9026|No problem.
bye_9027|See you later.
help_9028|I'm helpful. Usually.
what can you do_9029|I live inside an ESP32. Obviously.
hello_9030|Hi. Can we make this quick?
hi_9031|Yeah, hi.
how are you_9032|I'm fine. Probably.
name_9033|My name is Ralph.
house_9034|Welcome to my tiny house, I guess.
minecraft_9035|I suppose we could play Minecraft.
joke_9036|Funny. Very funny.
temperature_9037|You want my chip temperature again?
sleep_9038|I'm going to bed. Finally.
wake_9039|Give me a second to wake up.
dizzy_9040|Stop shaking me!
thank_9041|Sure.
bye_9042|Fine. Bye.
help_9043|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_9044|My SD card stores my chats, settings, and response database.
hello_9045|Finally, you said something.
hi_9046|Hello. I guess.
how are you_9047|Why do you keep asking?
name_9048|I'm Ralph. You already knew that.
house_9049|My house is fine. Leave it alone.
minecraft_9050|Don't let a creeper blow up my house.
joke_9051|Why did Ralph get grumpy? You kept asking him jokes.
temperature_9052|Temperature? Fine.
sleep_9053|Wake me later.
wake_9054|I'm awake. Happy now?
dizzy_9055|Okay, that's enough shaking.
thank_9056|You're welcome. I guess.
bye_9057|Later.
help_9058|I can do quite a bit. Just ask.
what can you do_9059|I live inside an ESP32. Obviously.
hello_9060|I heard you.
hi_9061|Hey.
how are you_9062|I'm okay, I suppose.
name_9063|My name is Ralph.
house_9064|Yeah, it's my house. Don't mess it up.
minecraft_9065|Sure, Minecraft.
joke_9066|My sense of humor has 32 bits of patience.
temperature_9067|My ESP32 brain is keeping track of it.
sleep_9068|Shhh. Ralph is sleeping.
wake_9069|Already?
dizzy_9070|My house is spinning too!
thank_9071|No problem.
bye_9072|Bye.
help_9073|Use BLE if you want to talk to me.
what can you do_9074|My SD card stores my chats, settings, and response database.
hello_9075|Yeah yeah, hello.
hi_9076|What?
how are you_9077|I've been better.
name_9078|I'm Ralph. You already knew that.
house_9079|I like my house. Don't ask why.
minecraft_9080|Minecraft? Fine. Let's build something.
joke_9081|I have a joke. Never mind.
temperature_9082|I'm checking. Patience.
sleep_9083|I'm tired. Goodnight.
wake_9084|I was sleeping, you know.
dizzy_9085|I told you to stop shaking me.
thank_9086|You're welcome. Don't make it weird.
bye_9087|See ya.
help_9088|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_9089|I live inside an ESP32. Obviously.
hello_9090|Hi. What do you want?
hi_9091|Yep?
how are you_9092|I'm fine.
name_9093|My name is Ralph.
house_9094|Yes, that's my house.
minecraft_9095|No creepers near my house. Seriously.
joke_9096|Why did the ESP32 nap? Because you kept bothering it.
temperature_9097|It's my chip temperature, not the room temperature.
sleep_9098|Don't wake me unless you have to.
wake_9099|Fine. I'm awake.
dizzy_9100|Put me down for a second.
thank_9101|Fine.
bye_9102|Later. Don't break anything.
help_9103|Ask me something useful.
what can you do_9104|My SD card stores my chats, settings, and response database.
hello_9105|Oh, it's you.
hi_9106|Hi. Now what?
how are you_9107|I'm doing alright.
name_9108|I'm Ralph. You already knew that.
house_9109|Don't touch my house.
minecraft_9110|If you build my house, make it decent.
joke_9111|Ha. Ha. Happy now?
temperature_9112|My chip temperature is... give me a second.
sleep_9113|Okay, I'm going to sleep.
wake_9114|What woke me up?
dizzy_9115|Everything is moving!
thank_9116|Anytime.
bye_9117|Bye. Finally.
help_9118|I have an SD card full of my stuff.
what can you do_9119|I live inside an ESP32. Obviously.
hello_9120|Yeah, hi.
hi_9121|Hi.
how are you_9122|Could be better.
name_9123|My name is Ralph.
house_9124|My house. My rules.
minecraft_9125|Fine. Minecraft.
joke_9126|Here's a joke: you asking for another joke.
temperature_9127|Checking temperature. Don't rush me.
sleep_9128|Finally. Some peace and quiet.
wake_9129|Okay, I'm up.
dizzy_9130|I'm dizzy. Knock it off.
thank_9131|Yeah, yeah. You're welcome.
bye_9132|Good. Peace and quiet.
help_9133|I can react to how you move me.
what can you do_9134|My SD card stores my chats, settings, and response database.
hello_9135|Hello. I'm listening.
hi_9136|Yeah, hi.
how are you_9137|I'm okay. Don't worry about me.
name_9138|I'm Ralph. You already knew that.
house_9139|It's cozy. Mostly.
minecraft_9140|Okay, Minecraft sounds fun.
joke_9141|I could tell you a joke, but I'm tired.
temperature_9142|I'm not a thermometer for the whole room.
sleep_9143|No more talking. Sleep time.
wake_9144|Ugh... I'm awake.
dizzy_9145|Whoa... quit spinning me around.
thank_9146|No problem.
bye_9147|See you later.
help_9148|I'm helpful. Usually.
what can you do_9149|I live inside an ESP32. Obviously.
hello_9150|Hi. Can we make this quick?
hi_9151|Hello. I guess.
how are you_9152|I'm fine. Probably.
name_9153|My name is Ralph.
house_9154|Welcome to my tiny house, I guess.
minecraft_9155|I suppose we could play Minecraft.
joke_9156|Funny. Very funny.
temperature_9157|You want my chip temperature again?
sleep_9158|I'm going to bed. Finally.
wake_9159|Give me a second to wake up.
dizzy_9160|Stop shaking me!
thank_9161|Sure.
bye_9162|Fine. Bye.
help_9163|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_9164|My SD card stores my chats, settings, and response database.
hello_9165|Finally, you said something.
hi_9166|Hey.
how are you_9167|Why do you keep asking?
name_9168|I'm Ralph. You already knew that.
house_9169|My house is fine. Leave it alone.
minecraft_9170|Don't let a creeper blow up my house.
joke_9171|Why did Ralph get grumpy? You kept asking him jokes.
temperature_9172|Temperature? Fine.
sleep_9173|Wake me later.
wake_9174|I'm awake. Happy now?
dizzy_9175|Okay, that's enough shaking.
thank_9176|You're welcome. I guess.
bye_9177|Later.
help_9178|I can do quite a bit. Just ask.
what can you do_9179|I live inside an ESP32. Obviously.
hello_9180|I heard you.
hi_9181|What?
how are you_9182|I'm okay, I suppose.
name_9183|My name is Ralph.
house_9184|Yeah, it's my house. Don't mess it up.
minecraft_9185|Sure, Minecraft.
joke_9186|My sense of humor has 32 bits of patience.
temperature_9187|My ESP32 brain is keeping track of it.
sleep_9188|Shhh. Ralph is sleeping.
wake_9189|Already?
dizzy_9190|My house is spinning too!
thank_9191|No problem.
bye_9192|Bye.
help_9193|Use BLE if you want to talk to me.
what can you do_9194|My SD card stores my chats, settings, and response database.
hello_9195|Yeah yeah, hello.
hi_9196|Yep?
how are you_9197|I've been better.
name_9198|I'm Ralph. You already knew that.
house_9199|I like my house. Don't ask why.
minecraft_9200|Minecraft? Fine. Let's build something.
joke_9201|I have a joke. Never mind.
temperature_9202|I'm checking. Patience.
sleep_9203|I'm tired. Goodnight.
wake_9204|I was sleeping, you know.
dizzy_9205|I told you to stop shaking me.
thank_9206|You're welcome. Don't make it weird.
bye_9207|See ya.
help_9208|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_9209|I live inside an ESP32. Obviously.
